,O+,Stacey Wowchuk,D-,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Kathryn Jarrett-Ekholm,D-,Hope Celani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Alex Bush,Pass,Jessie Robinson,Pass,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Alex Bush,D-,David O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jeff Hunt,D-,James Maeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Kyle Sprysa,D-,Jamie Wildgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Nick Klimowicz,D-,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jessie Robinson,D-,karin phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Laura Chambers Storey,D-,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Frederic Caron,Pass,Amos Lee,Pass,Frederic Caron,Pass,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Ewelina Sosnowska,Pass,Jeff Hunt,Pass,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Jamie Wildgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,Frederic Caron,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Amos Lee,D-,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Frederic Caron,D-,Andre Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jamie Wildgen,D-,Greg Cormier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Stanley Kent,D-,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Stacey Wowchuk,D-,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Kathryn Jarrett-Ekholm,D-,Hope Celani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Drop,Alex Bush,Pass,Adam MacDonald,Pass,Laura Chambers Storey,Pass,Alex Bush,Pass,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,James Maeng,Pass,Stanley Kent,Pass,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Adam MacDonald,D+,David O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Alex Bush,D+,James Maeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Kyle Sprysa,D+,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Nick Klimowicz,D+,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Jessie Robinson,D+,karin phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Laura Chambers Storey,D+,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Hope Celani,Pass,Andre Scott,Pass,Greg Cormier,Pass,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Jamie Wildgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,Stacey Wowchuk,Pass,Kathryn Jarrett-Ekholm,Pass,Frederic Caron,Pass,Jamie Wildgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Andre Scott,D+,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Greg Cormier,D+,David O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Jeff Hunt,D+,Frederic Caron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Kyle Sprysa,D+,Jamie Wildgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Ewelina Sosnowska,D+,Stacey Wowchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Hope Celani,D+,Kathryn Jarrett-Ekholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Drop,Jessie Robinson,Pass,Nick Klimowicz,Pass,Adam MacDonald,Pass,Nick Klimowicz,Pass,Laura Chambers Storey,Pass,Adam MacDonald,Pass,Alex Bush,Pass,Adam MacDonald,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Alex Bush,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Adam MacDonald,D-,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Alex Bush,D-,James Maeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Greg Cormier,D-,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Nick Klimowicz,D-,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jessie Robinson,D-,karin phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Laura Chambers Storey,D-,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,David O'Connor,Pass,Jamie Wildgen,Pass,Frederic Caron,Pass,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,David O'Connor,D-,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Frederic Caron,D-,Andre Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jamie Wildgen,D-,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Stanley Kent,D-,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Stacey Wowchuk,D-,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Kathryn Jarrett-Ekholm,D-,Hope Celani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Laura Chambers Storey,Pass,Kyle Sprysa,Pass,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Alex Bush,D-,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Greg Cormier,D-,Frederic Caron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Kyle Sprysa,D-,James Maeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Nick Klimowicz,D-,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jessie Robinson,D-,karin phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Laura Chambers Storey,D-,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Drop,James Maeng,Pass,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Jeff Hunt,Pass,Andre Scott,Pass,Nick Klimowicz,Pass,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,David O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,Stacey Wowchuk,Pass,James Maeng,Pass,Stanley Kent,Pass,Stacey Wowchuk,Pass,Stanley Kent,Pass,Jamie Wildgen,Pass,David O'Connor,,,,,,,,,,,,,,,,,,,,,,,,
,O+,David O'Connor,D-,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,James Maeng,D-,Andre Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jamie Wildgen,D-,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Stanley Kent,D-,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Stacey Wowchuk,D-,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Kathryn Jarrett-Ekholm,D-,Hope Celani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Jessie Robinson,Pass,Greg Cormier,Pass,Alex Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Frederic Caron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Drop,Tanya Gallant,Pass,Amos Lee,Pass,Rob Tyson,Pass,Amos Lee,Pass,Tanya Gallant,Pass,Frederic Caron,Pass,Rob Tyson,Pass,Frederic Caron,Pass,Amos Lee,Pass,Rob Tyson,Pass,David O'Connor,Pass,Amos Lee,Pass,Tanya Gallant,Pass,Amos Lee,Pass,Frederic Caron,,,,,,,,
,Direction,>>>>>>,POINT,Alex Bush,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Alex Bush,D-,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Greg Cormier,D-,David O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Kyle Sprysa,D-,Frederic Caron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Nick Klimowicz,D-,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jessie Robinson,D-,karin phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Laura Chambers Storey,D-,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,Jamie Wildgen,Pass,Frederic Caron,Pass,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Amos Lee,D-,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Frederic Caron,D-,Andre Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jamie Wildgen,D-,Greg Cormier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Stanley Kent,D-,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Stacey Wowchuk,D-,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Kathryn Jarrett-Ekholm,D-,Hope Celani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Drop,Alex Bush,Pass,Kyle Sprysa,Pass,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,karin phillips,Pass,David O'Connor,Pass,Tanya Gallant,Pass,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Laura Chambers Storey,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Alex Bush,D-,David O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Andre Scott,D-,Jamie Wildgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Kyle Sprysa,D-,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Nick Klimowicz,D-,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jessie Robinson,D-,karin phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Laura Chambers Storey,D-,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Kathryn Jarrett-Ekholm,Pass,Frederic Caron,Pass,Amos Lee,Pass,Frederic Caron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Drop,Ewelina Sosnowska,Pass,Greg Cormier,Pass,Adam MacDonald,Pass,Alex Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,David O'Connor,Pass,Stacey Wowchuk,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Greg Cormier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Stacey Wowchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,David O'Connor,Pass,Rob Tyson,Pass,Stacey Wowchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Amos Lee,D-,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,David O'Connor,D-,Alex Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Frederic Caron,D-,Greg Cormier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Rob Tyson,D-,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Stacey Wowchuk,D-,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Kathryn Jarrett-Ekholm,D-,Hope Celani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Laura Chambers Storey,Pass,Alex Bush,Pass,Jeff Hunt,Pass,Nick Klimowicz,Pass,Laura Chambers Storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,karin phillips,Pass,Amos Lee,Pass,Jamie Wildgen,Pass,Tanya Gallant,Pass,Amos Lee,Pass,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Alex Bush,D+,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Andre Scott,D+,Frederic Caron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Kyle Sprysa,D+,Jamie Wildgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Nick Klimowicz,D+,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Jessie Robinson,D+,karin phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Laura Chambers Storey,D+,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Time,Half,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pull,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Jamie Wildgen,Pass,Rob Tyson,Pass,Stacey Wowchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Ewelina Sosnowska,Pass,Kyle Sprysa,Pass,Adam MacDonald,Pass,Jessie Robinson,Pass,Ewelina Sosnowska,Pass,Adam MacDonald,Pass,Greg Cormier,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,
,O-,David O'Connor,D+,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Jamie Wildgen,D+,Greg Cormier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Rob Tyson,D+,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Stanley Kent,D+,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Stacey Wowchuk,D+,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Kathryn Jarrett-Ekholm,D+,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,Amos Lee,Pass,Frederic Caron,Pass,Tanya Gallant,Pass,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Amos Lee,D-,Alex Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,David O'Connor,D-,Andre Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Frederic Caron,D-,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Rob Tyson,D-,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,karin phillips,D-,Hope Celani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Tanya Gallant,D-,Laura Chambers Storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Drop,Ewelina Sosnowska,Pass,Alex Bush,Pass,Jessie Robinson,Pass,Alex Bush,Pass,Jessie Robinson,Pass,Alex Bush,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Drop,Jamie Wildgen,Pass,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Alex Bush,Pass,Jessie Robinson,Pass,Greg Cormier,Pass,Alex Bush,Pass,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Adam MacDonald,D-,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Alex Bush,D-,Frederic Caron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Greg Cormier,D-,Jamie Wildgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jeff Hunt,D-,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Ewelina Sosnowska,D-,Stacey Wowchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jessie Robinson,D-,Kathryn Jarrett-Ekholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Jamie Wildgen,Pass,Rob Tyson,Pass,David O'Connor,Pass,Tanya Gallant,Pass,Jamie Wildgen,Pass,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,karin phillips,Pass,Tanya Gallant,Pass,Rob Tyson,Pass,Jamie Wildgen,Pass,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,David O'Connor,D-,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jamie Wildgen,D-,Andre Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Rob Tyson,D-,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Stanley Kent,D-,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,karin phillips,D-,Hope Celani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Tanya Gallant,D-,Laura Chambers Storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Drop,Greg Cormier,Pass,Jessie Robinson,Pass,Alex Bush,Pass,Jeff Hunt,Pass,Ewelina Sosnowska,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Frederic Caron,Pass,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
