,Direction,>>>>>>,POINT,Alex Bush,Pass,Greg Cormier,Pass,Jeff Hunt,Pass,Greg Cormier,Pass,Nick Klimowicz,Pass,Alex Bush,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Alex Bush,D-,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Greg Cormier,D-,David O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jeff Hunt,D-,Frederic Caron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Nick Klimowicz,D-,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Ewelina Sosnowska,D-,Stacey Wowchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jessie Robinson,D-,Kathryn Jarrett-Ekholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Amos Lee,Pass,Stanley Kent,Pass,Tanya Gallant,Pass,Frederic Caron,Pass,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Alex Bush,Pass,Kyle Sprysa,Pass,Alex Bush,Pass,Andre Scott,Pass,Kyle Sprysa,Pass,Hope Celani,Pass,Laura Chambers Storey,Pass,Alex Bush,Pass,Kyle Sprysa,Pass,Adam MacDonald,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Amos Lee,Pass,Jamie Wildgen,Pass,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Alex Bush,Pass,Laura Chambers Storey,Pass,Adam MacDonald,Pass,Kyle Sprysa,Pass,Adam MacDonald,Pass,Alex Bush,Pass,Andre Scott,Pass,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,
,O-,Amos Lee,D+,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Frederic Caron,D+,Alex Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Jamie Wildgen,D+,Andre Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Stanley Kent,D+,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,karin phillips,D+,Hope Celani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Tanya Gallant,D+,Laura Chambers Storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Stacey Wowchuk,Pass,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Jeff Hunt,Pass,Adam MacDonald,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,David O'Connor,D+,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Jamie Wildgen,D+,Greg Cormier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Rob Tyson,D+,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Stanley Kent,D+,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Stacey Wowchuk,D+,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Kathryn Jarrett-Ekholm,D+,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Frederic Caron,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Alex Bush,Pass,Jessie Robinson,Pass,Alex Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Amos Lee,D+,Alex Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,David O'Connor,D+,Andre Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Frederic Caron,D+,Greg Cormier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Rob Tyson,D+,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,karin phillips,D+,Hope Celani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Tanya Gallant,D+,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Jamie Wildgen,Pass,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Ewelina Sosnowska,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Amos Lee,D+,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Frederic Caron,D+,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Jamie Wildgen,D+,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Stanley Kent,D+,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Stacey Wowchuk,D+,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Kathryn Jarrett-Ekholm,D+,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,karin phillips,Pass,Jamie Wildgen,Pass,David O'Connor,Pass,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Alex Bush,Pass,Andre Scott,Pass,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,karin phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,David O'Connor,Pass,Stanley Kent,Pass,karin phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Hope Celani,Pass,Ewelina Sosnowska,Pass,Nick Klimowicz,Pass,Alex Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,karin phillips,Pass,Jamie Wildgen,Pass,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Nick Klimowicz,Pass,Jessie Robinson,Pass,Alex Bush,Pass,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,David O'Connor,D+,Alex Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Jamie Wildgen,D+,Andre Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Rob Tyson,D+,Greg Cormier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Stanley Kent,D+,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,karin phillips,D+,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Tanya Gallant,D+,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Drop,Frederic Caron,Pass,Amos Lee,Pass,Stacey Wowchuk,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Ewelina Sosnowska,Pass,Jeff Hunt,Pass,Andre Scott,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Amos Lee,D+,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,David O'Connor,D+,Andre Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Frederic Caron,D+,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Rob Tyson,D+,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Stacey Wowchuk,D+,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Kathryn Jarrett-Ekholm,D+,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Stanley Kent,Pass,Jamie Wildgen,Pass,Tanya Gallant,Pass,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Alex Bush,Pass,Jessie Robinson,Pass,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,Tanya Gallant,Pass,Stanley Kent,Pass,Amos Lee,Pass,Frederic Caron,Pass,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Amos Lee,D-,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Frederic Caron,D-,Alex Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jamie Wildgen,D-,Greg Cormier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Stanley Kent,D-,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,karin phillips,D-,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Tanya Gallant,D-,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Alex Bush,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Jamie Wildgen,Pass,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Kyle Sprysa,Pass,Alex Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Alex Bush,D-,David O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Andre Scott,D-,Jamie Wildgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jeff Hunt,D-,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Kyle Sprysa,D-,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Hope Celani,D-,Stacey Wowchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jessie Robinson,D-,Kathryn Jarrett-Ekholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Drop,Frederic Caron,Pass,Amos Lee,Pass,Tanya Gallant,Pass,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Drop,Greg Cormier,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Rob Tyson,Pass,Amos Lee,Pass,David O'Connor,Pass,Amos Lee,Pass,Rob Tyson,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Nick Klimowicz,Pass,Jessie Robinson,Pass,Jeff Hunt,Pass,Greg Cormier,Pass,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Amos Lee,D+,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,David O'Connor,D+,Greg Cormier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Frederic Caron,D+,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Rob Tyson,D+,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,karin phillips,D+,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Tanya Gallant,D+,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,Stacey Wowchuk,Pass,Amos Lee,Pass,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Amos Lee,D-,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Frederic Caron,D-,Alex Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jamie Wildgen,D-,Andre Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Stanley Kent,D-,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Stacey Wowchuk,D-,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Kathryn Jarrett-Ekholm,D-,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Jeff Hunt,Pass,Andre Scott,Pass,Greg Cormier,Pass,Jeff Hunt,Pass,Nick Klimowicz,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Andre Scott,D-,David O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Greg Cormier,D-,Jamie Wildgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jeff Hunt,D-,Rob Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Nick Klimowicz,D-,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Ewelina Sosnowska,D-,karin phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jessie Robinson,D-,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Amos Lee,Pass,Rob Tyson,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Alex Bush,Pass,Jessie Robinson,Pass,Alex Bush,Pass,Jessie Robinson,Pass,Adam MacDonald,Pass,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Amos Lee,D+,Adam MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,David O'Connor,D+,Alex Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Frederic Caron,D+,Greg Cormier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Rob Tyson,D+,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Stacey Wowchuk,D+,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Kathryn Jarrett-Ekholm,D+,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,karin phillips,Pass,Amos Lee,Pass,Jamie Wildgen,Pass,Tanya Gallant,Pass,Frederic Caron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Amos Lee,D-,Andre Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Frederic Caron,D-,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jamie Wildgen,D-,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Stanley Kent,D-,Nick Klimowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,karin phillips,D-,Ewelina Sosnowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Tanya Gallant,D-,Jessie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karma Down Under,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pirate Rob's Swashbuckling Rogues,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pull,Geofford seaborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,Nina Ramic,Pass,Christopher Keates,Pass,Chris Tran,Pass,Jonathan Pindur,Pass,Nina Ramic,Pass,Adrienne Junek,Pass,Jonathan Pindur,Pass,Christopher Keates,Pass,Nina Ramic,Pass,Chris Tran,,,,,,,,,,,,,,,,,,
,O+,Andrew W Cameron,D-,Douglas Brierley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Chris Tran,D-,Geofford seaborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Christopher Keates,D-,Mark Donahue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jonathan Pindur,D-,Rob Ives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Adrienne Junek,D-,Andrea Proulx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Nina Ramic,D-,Megan Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Drop,Andrea Proulx,Pass,Marie-Claude Lacombe,Pass,Geofford seaborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Patrick Kenzie,Pass,Mehmet Karman,Pass,Patrick Kenzie,Pass,Dan Thomson,Pass,Patrick Kenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Alec Clark,Pass,David Townsend,Pass,Andrea Proulx,Pass,Alec Clark,Pass,Geofford seaborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Alec Clark,D-,Dan Thomson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Christopher Castonguay,D-,Jonathan Pindur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,David Townsend,D-,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Geofford seaborn,D-,Patrick Kenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Andrea Proulx,D-,Neena Sidhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Marie-Claude Lacombe,D-,Mel Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Drop,Adrienne Junek,Pass,Christopher Keates,Pass,Nina Ramic,Pass,Adrienne Junek,Pass,Mehmet Karman,Pass,Chris Tran,Pass,Christopher Keates,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Douglas Brierley,Pass,Marie-Claude Lacombe,Pass,Megan Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,Chris Tran,Pass,Andrew W Cameron,Pass,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Andrew W Cameron,D-,Christopher Castonguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Chris Tran,D-,Douglas Brierley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Christopher Keates,D-,Mark Donahue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Mehmet Karman,D-,Rob Ives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Adrienne Junek,D-,Marie-Claude Lacombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Nina Ramic,D-,Megan Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Megan Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Jonathan Pindur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Patrick Kenzie,Pass,Chris Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Mark Donahue,Pass,David Townsend,Pass,Andrea Proulx,Pass,Alec Clark,Pass,Megan Berry,Pass,Mark Donahue,Pass,David Townsend,Pass,Geofford seaborn,,,,,,,,,,,,,,,,,,,,,,
,O+,Alec Clark,D-,Chris Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,David Townsend,D-,Dan Thomson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Geofford seaborn,D-,Jonathan Pindur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Mark Donahue,D-,Patrick Kenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Andrea Proulx,D-,Neena Sidhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Megan Berry,D-,Mel Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Nina Ramic,Pass,Patrick Kenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Marie-Claude Lacombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Drop,Rob Ives,Pass,Christopher Castonguay,Pass,Douglas Brierley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Drop,Adrienne Junek,Pass,Christopher Keates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,POINT,Andrea Proulx,Pass,Rob Ives,Pass,Douglas Brierley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Andrew W Cameron,D+,Alec Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Christopher Keates,D+,Christopher Castonguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Mehmet Karman,D+,Douglas Brierley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Patrick Kenzie,D+,Rob Ives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Adrienne Junek,D+,Andrea Proulx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Nina Ramic,D+,Marie-Claude Lacombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Neena Sidhu,Pass,Mel Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,David Townsend,Pass,Geofford seaborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Chris Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Jonathan Pindur,Pass,Mel Berry,Pass,Dan Thomson,Pass,Chris Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Megan Berry,Pass,Mark Donahue,Pass,Geofford seaborn,Pass,Megan Berry,Pass,David Townsend,Pass,Megan Berry,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Jonathan Pindur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,Neena Sidhu,Pass,Jonathan Pindur,Pass,Chris Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Chris Tran,D-,David Townsend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Christopher Keates,D-,Douglas Brierley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Dan Thomson,D-,Geofford seaborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Jonathan Pindur,D-,Mark Donahue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Neena Sidhu,D-,Marie-Claude Lacombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O+,Mel Berry,D-,Megan Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Drop,Megan Berry,Pass,Christopher Castonguay,Pass,Andrea Proulx,Pass,Rob Ives,Pass,Christopher Castonguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,Throw Away,Mehmet Karman,Pass,Andrew W Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,Throw Away,Megan Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Nina Ramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,POINT,Dan Thomson,Pass,Adrienne Junek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Alec Clark,D+,Andrew W Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Christopher Castonguay,D+,Dan Thomson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Geofford seaborn,D+,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Rob Ives,D+,Patrick Kenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Andrea Proulx,D+,Adrienne Junek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-,Megan Berry,D+,Nina Ramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
